X,Y,id,note,icon_url,Db_Export_IDScheda,Db_Export_DescStrada,Db_Export_TipiImpiantiprg_Descrizione,Db_Export_noteprg,Db_Export_NumeroTransenne,Db_Export_GruppiImpianti_Descrizione,Db_Export_NumeroFoto
12.3712654544731,44.2228042433211,"568",,./0.png,"568",VIA SBROZZI   angolo ADRIATICA STATALE,Portale circuito bagni,RIMOZIONE IMPIANTO,"0",Segnaletica direzionale privata,IMG_1760
12.3706541871894,44.223207783726,"628",,./0.png,"628",VIA SBROZZI   angolo SS 16 ADRIATICA,Impianto a due pali,RIMOZIONE IMPIANTO,"0",Segnaletica direzionale privata,IMG_1951
12.3733984608941,44.2218261301001,"103",,./0.png,"103",VIA DEI COSMONAUTI   fronte DINO SBROZZI VIA,Impianto a due pali,A SX IMP. ESISTENTE - RIMOZIONE FRECCI SU SUPP. NON IDONEO,"0",Segnaletica direzionale privata,IMG_1280
12.3734448297523,44.221787441723,"104",,./0.png,"104",VIA DEI COSMONAUTI   fronte DINO SBROZZI VIA,Portale circuito bagni,,"0",Segnaletica direzionale privata,IMG_1281
12.3734791192201,44.2217499044389,"105",,./0.png,"105",VIA DEI COSMONAUTI   fronte DINO SBROZZI VIA,Portale circuito bagni,,"0",Segnaletica direzionale privata,IMG_1281
12.3598314685093,44.2358488930664,"629",,./0.png,"629",VIA DEI COSMONAUTI   fronte CALABRIA  VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1954
12.3566790191917,44.2395837000943,"150",,./0.png,"150",VIA CADUTI PER LA LIBERTA'    quasi fronte TRITONE  VIALE,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1325
12.3576159778383,44.2394354471029,"630",,./0.png,"630",VIALE TRITONE   angolo DELLE IADI  ROTONDA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1956
12.3576225908786,44.238853258784,"631",,./0.png,"631",VIA DEI COSMONAUTI   angolo DELLE IADI  ROTONDA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1957
12.3698616157344,44.2384098850113,"65",,./0.png,"65",VIA ABRUZZI   angolo PIEMONTE VIA,Impianto a due pali,A DX IMP. TOPONOMASTICA,"0",Segnaletica direzionale privata,IMG_1242
12.3699029913433,44.2384285127651,"68",,./0.png,"68",VIA ABRUZZI   angolo PIEMONTE VIA,Impianto a due pali,AL POSTO ESISTENTE,"0",Segnaletica direzionale privata,IMG_1245
12.370873203491,44.23689207059,"73",,./0.png,"73",VIA ABRUZZI   quasi angolo VAL DI NON VIA,Impianto monopalo,,"0",Segnaletica direzionale privata,IMG_1250
12.3733592422178,44.2336299421868,"74",,./0.png,"74",VIA ABRUZZI   quasi angolo LAZIO VIA,Impianto a due pali,RIMUOVERE ESISTENTE - INSTALLARE 8 METRI DOPO ESISTENTE,"0",Segnaletica direzionale privata,IMG_1251
12.3735288350036,44.2334768493365,"75",,./0.png,"75",VIA LAZIO   angolo ABRUZZI VIA,Impianto monopalo,,"0",Segnaletica direzionale privata,IMG_1252
12.3735553682219,44.233438747395,"633",,./1.png,"633",VIA ABRUZZI   angolo LAZIO  VIA,Transenna L160,4 ELEMENTI,"4",Transenne parapedonali,IMG_1963
12.3791976954626,44.2255216616232,"634",,./0.png,"634",VIA LOMELLINA   angolo ABRUZZI  VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1964
12.3802760531469,44.2238953901374,"635",,./0.png,"635",VIA ABRUZZI   angolo DELL'ARIETE VIA,Impianto monopalo,,"0",Segnaletica direzionale privata,IMG_1965
12.3429018528673,44.2236220416534,"509",,./0.png,"509",VIA DELL' INDUSTRIA Lato n.c. 7  ,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1690
12.3393178652372,44.2225693433581,"510",,./0.png,"510",VIA DELL' INDUSTRIA    ,Impianto monopalo,,"0",Segnaletica direzionale privata,IMG_1692
12.3389048816699,44.2221002700063,"511",,./0.png,"511",VIA DELL' INDUSTRIA    ,Impianto monopalo,,"0",Segnaletica direzionale privata,IMG_1967
12.3380447496039,44.221475156516,"637",,./0.png,"637",VIA DELL'INDUSTRIA   angolo DEL LAVORO VIA,Impianto monopalo,,"0",Segnaletica direzionale privata,IMG_1968
12.3379909847156,44.2213639826115,"638",,./0.png,"638",VIA DELL'INDUSTRIA   fronte DEL LAVORO VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1969
12.3379053363104,44.2212942348718,"639",,./0.png,"639",VIA DELL'INDUSTRIA    quasi fronte DEL LAVORO VIA,Impianto monopalo,,"0",Segnaletica direzionale privata,IMG_1970
12.3329338223471,44.2215622247658,"640",,./0.png,"640",VIA DEL LAVORO   angolo DELL'INDUSTRIA  VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1972
12.3341572623695,44.2226777701641,"641",,./0.png,"641",VIA DEL LAVORO Lato n.c. 8  ,Impianto monopalo,,"0",Segnaletica direzionale privata,IMG_1973
12.3345901350494,44.2231867730709,"642",,./0.png,"642",VIA DEL LAVORO   angolo DELL'ARTIGIANATO VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1974
12.3343920891759,44.2230623459096,"643",,./0.png,"643",VIA DEL LAVORO Lato n.c. 17 angolo DELL'ARTIGIANATO VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1975
12.3332730529768,44.2239712087155,"644",,./0.png,"644",VIA DEL LAVORO   angolo DEL COMMERCIO VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1976
12.3331153452781,44.2238376610959,"645",,./0.png,"645",VIA DEL LAVORO   angolo DELL'ECONOMIA VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1977
12.3335743816545,44.2143138264733,"646",,./0.png,"646",VIA BOLLANA Lato n.c. 21  ,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1978
12.3378647052357,44.257992805254,"647",,./1.png,"647",VIA CARDANO   angolo MARTIRI FANTINI  VIA,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_1979
12.3399851842878,44.2591304709358,"648",,./1.png,"648",VIA MARTIRI FANTINI   angolo PALAZZONE VIA,Transenna L90,4 ELEMENTI,"4",Transenne parapedonali,IMG_1980
12.3463788791575,44.2524499111671,"167",,./0.png,"167",VIA RIDRACOLI   angolo PINETA FORMICA VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1342
12.3463902454518,44.2524360800336,"649",,./0.png,"649",VIA RIDRACOLI   angolo PINETA FORMICA   VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1981
12.3486823791239,44.2534264264192,"650",,./1.png,"650",VIA MALVA SUD   angolo FUSCONI  VIA,Transenna L90,8 ELEMENTI,"8",Transenne parapedonali,IMG_1983
12.3486436676754,44.2534839356137,"651",,./1.png,"651",VIA MALVA SUD   angolo FUSCONI  VIA,Transenna L90,6 ELEMENTI,"6",Transenne parapedonali,IMG_1984
12.3485655438787,44.2534504988532,"652",,./1.png,"652",VIA MALVA SUD   angolo PINETA FORMICA   VIA,Transenna L90,8 ELEMENTI,"8",Transenne parapedonali,IMG_1985
12.348608756885,44.2533944455539,"653",,./1.png,"653",VIA MALVA SUD   angolo PINETA FORMICA   VIA,Transenna L90,6 + 3 ELEMENTI,"9",Transenne parapedonali,IMG_1986
12.3488839141784,44.2535904250427,"654",,./0.png,"654",VIA FUSCONI   quasi angolo PINETA FORMICA   VIA,Impianto monopalo,,"0",Segnaletica direzionale privata,IMG_1987
12.3482955423544,44.253248015397,"655",,./0.png,"655",VIA PINETA FORMICA    quasi angolo MALVA SUD  VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1988
12.348890323588,44.2529351971602,"156",,./0.png,"156",VIA LESINA   angolo MALVA SUD VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1331
12.3490530489933,44.2528827819149,"158",,./0.png,"158",VIA LEVICO   angolo MALVA SUD VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1333
12.3490265130519,44.2528823697786,"656",,./1.png,"656",VIA MALVA SUD   angolo LEVICO  VIA,Transenna L90,5 ELEMENTI,"5",Transenne parapedonali,IMG_1989
12.3493880019346,44.2522453030793,"657",,./0.png,"657",VIA MALVA SUD   angolo BRAIES VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1993
12.3497376051672,44.2517491199491,"658",,./0.png,"658",VIA MALVA SUD   angolo VIVERONE  VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1994
12.3505838549449,44.2508369924115,"659",,./0.png,"659",VIA MALVA SUD   angolo CASELLO VICOLO,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1995
12.3517697524589,44.2513309592671,"660",,./0.png,"660",VIA MOLVENO   angolo CASELLO  VICOLO,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1996
12.3467160652734,44.2520045196679,"661",,./0.png,"661",VIA VIVERONE   angolo LESINA  VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1997
12.3471553909537,44.2514247260584,"662",,./0.png,"662",VIA VIVERONE   angolo BRAIES VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1998
12.3554262247176,44.2411471887852,"663",,./0.png,"663",VIA MALVA SUD   angolo FICOCLE  VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1999
12.3562795541065,44.2412513138792,"666",,./1.png,"666",VIA CADUTI PER LA LIBERTA'   angolo FIENILONE  VIA,Transenna L160,3 ELEMENTI,"3",Transenne parapedonali,IMG_2002
12.3562614365367,44.241311395927,"667",,./1.png,"667",VIA CADUTI PER LA LIBERTA'   angolo FIENILONE  VIA,Transenna L160,,"0",Transenne parapedonali,IMG_2003
12.3538200109884,44.2503215031204,"147",,./2.png,"147",VIA CADUTI PER LA LIBERTA'    ,Orologio 100x70,,"0",Orologio,IMG_1322
12.3525335589965,44.2554960103885,"136",,./2.png,"136",ROTONDA GIUDICE   angolo CADUTI PER LA LIBERTA' VIA,Orologio 100x70,,"0",Orologio,IMG_1312
12.3527437663191,44.2544429616861,"669",,./1.png,"669",VIA CADUTI PER LA LIBERTA'   angolo FUSCONI  VIA,Transenna L160,6 ELEMENTI,"6",Transenne parapedonali,IMG_2005
12.3526487164973,44.2546946695599,"670",,./1.png,"670",VIA CADUTI PER LA LIBERTA'   angolo FUSCONI  VIA,Transenna L160,8 ELEMENTI,"8",Transenne parapedonali,IMG_2006
12.3526712941552,44.2545963457242,"143",,./0.png,"143",VIA FUSCONI   angolo CADUTI PER LA LIBERTA' VIA,Impianto a due pali,A SX DEL PALO LUCE,"0",Segnaletica direzionale privata,IMG_1319
12.3528418970584,44.2546532638704,"671",,./0.png,"671",VIA CADUTI PER LA LIBERTA'   fronte FUSCONI  VIA,Impianto a due pali,A SX ESISTENTE,"0",Segnaletica direzionale privata,IMG_2008
12.3527615801586,44.2555863755444,"672",,./1.png,"672",VIA CADUTI PER LA LIBERTA'   angolo MILAZZO  VIALE,Transenna L160,7 ELEMENTI,"7",Transenne parapedonali,IMG_2009
12.352666800685,44.2553039204968,"139",,./0.png,"139",ROTONDA GIUDICE   angolo CADUTI PER LA LIBERTA' VIA,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1315
12.3525404754869,44.2554428085189,"673",,./1.png,"673",ROTONDA CADORNA   fronte MILAZZO  VIALE,Transenna L160,7 ELEMENTI,"7",Transenne parapedonali,IMG_2010
12.3525266737098,44.2555206277972,"674",,./0.png,"674",VIA CADUTI PER LA LIBERTA'   fronte MILAZZO  VIALE,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2011
12.3544744907001,44.2558826070772,"135",,./0.png,"135",VIALE MILAZZO   fronte PINARELLA  VIA,Impianto a due pali,A DX ESISTENTE,"0",Segnaletica direzionale privata,IMG_1311
12.3603970033733,44.2568558505488,"675",,./1.png,"675",VIALE MILAZZO   angolo ITALIA  VIALE,Transenna L90,5 ELEMENTI,"5",Transenne parapedonali,IMG_2012
12.3603824530349,44.2568622339643,"676",,./0.png,"676",VIALE MILAZZO   angolo ITALIA  VIALE,Impianto monopalo,,"0",Segnaletica direzionale privata,IMG_2013
12.3604443222955,44.2568574344276,"677",,./1.png,"677",VIALE MILAZZO   angolo ITALIA  VIALE,Transenna L90,3 ELEMENTI,"3",Transenne parapedonali,IMG_2014
12.3613361279818,44.2569782525932,"189",,./2.png,"189",VIALE MILAZZO   angolo GIUDICE ROTATORIA,Orologio 100x70,,"0",Orologio,IMG_1364
12.3614999585016,44.2570323797778,"678",,./0.png,"678",VIALE MILAZZO   angolo DELEDDA  LUNGOMARE,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2017
12.3616236722251,44.2571966633347,"206",,./0.png,"206",LUNGOMARE DELEDDA   angolo MILAZZO VIALE,Impianto a due pali,A DX ESISTENTE,"0",Segnaletica direzionale privata,IMG_1383
12.3628237452243,44.2549073706569,"204",,./0.png,"204",LUNGOMARE DELEDDA   angolo MODENA VIALETTO,Impianto a due pali,AL POSTO ESISTENTE,"0",Segnaletica direzionale privata,IMG_1381
12.3661161184936,44.2489542374096,"200",,./3.png,"200",LUNGOMARE DELEDDA   angolo DE AMICIS  VIALE,Turistico a libro,,"0",Impianto di servizio,IMG_1376
12.3473881752817,44.2585292461521,"177",,./2.png,"177",ROTONDA MONSIGNOR MARINI   fronte STAZIONE VIALE,Orologio 100x70,,"0",Orologio,IMG_1352
12.3477805137566,44.2586094412703,"178",,./3.png,"178",ROTONDA MONSIGNOR MARINI   angolo STAZIONE VIALE,Turistico a libro,,"0",Impianto di servizio,IMG_1353
12.3477903394117,44.2586365455446,"679",,./1.png,"679",VIALE DELLA STAZIONE   angolo MARINI ROTONDA,Transenna L160,4 ELEMENTI,"4",Transenne parapedonali,IMG_2019
12.3477006967525,44.258721353269,"680",,./1.png,"680",VIALE DELLA STAZIONE   angolo MARINI ROTONDA,Transenna L160,4 ELEMENTI,"4",Transenne parapedonali,IMG_2020
12.3475634792718,44.2586979864472,"681",,./1.png,"681",ROTONDA MARINI   angolo GUERRA  VIA,Transenna L160,4 ELEMENTI,"4",Transenne parapedonali,IMG_2021
12.3492083330249,44.2592535454343,"682",,./1.png,"682",VIALE DELLA STAZIONE   fronte SACCHETTI  CIRCONVALLAZIONE,Transenna L160,4 ELEMENTI,"4",Transenne parapedonali,IMG_2022
12.3502346443733,44.2597432792956,"683",,./1.png,"683",VIALE DELLA STAZIONE   angolo MAZZINI CORSO,Transenna L90,4 ELEMENTI,"4",Transenne parapedonali,IMG_2023
12.3502894283976,44.2597595354629,"684",,./1.png,"684",VIALE DEI MILLE   angolo MAZZINI CORSO,Transenna L90,4 ELEMENTI,"4",Transenne parapedonali,IMG_2024
12.3545320304322,44.2558163047756,"685",,./0.png,"685",VIA PINARELLA   angolo MILAZZO  VIALE,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2025
12.3626581670156,44.2493616829044,"686",,./1.png,"686",VIALE TITANO   angolo DIANA  VIALE,Transenna L160,2 ELEMENTI,"2",Transenne parapedonali,IMG_2027
12.3629082845021,44.2549078565607,"687",,./3.png,"687",LUNGOMARE DELEDDA   fronte MODENA VIA,Turistico a libro,,"0",Impianto di servizio,IMG_2028
12.3613438716929,44.257869473328,"207",,./3.png,"207",LUNGOMARE DELEDDA Fronte n.c. 38  ,Turistico a libro,,"0",Impianto di servizio,IMG_1384
12.3593818646027,44.2616502587569,"199",,./3.png,"199",LUNGOMARE DELEDDA Fronte n.c. 4  ,Turistico a libro,,"0",Impianto di servizio,IMG_1375
12.3587211383848,44.2619793644708,"688",,./1.png,"688",LUNGOMARE DELEDDA   angolo DEI MILLE  VIALE,Transenna L160,7 ELEMENTI,"7",Transenne parapedonali,IMG_2029
12.3587429741609,44.2619263185992,"689",,./1.png,"689",LUNGOMARE DELEDDA   angolo DEI MILLE  VIALE,Transenna L160,7 ELEMENTI,"7",Transenne parapedonali,IMG_2030
12.358715821982,44.2619878578226,"190",,./0.png,"190",VIALE DEI MILLE   Angolo DELEDDA LUNGOMARE,Impianto a due pali,A DX ESISTENTE,"0",Segnaletica direzionale privata,IMG_1365
12.3581649794538,44.2617879081161,"690",,./1.png,"690",VIALE DEI MILLE   angolo COLOMBO  VIALE,Transenna L90,4 ELEMENTI,"4",Transenne parapedonali,IMG_2032
12.3580892502698,44.26182586627,"691",,./1.png,"691",VIALE DEI MILLE   angolo COLOMBO  VIALE,Transenna L90,3 ELEMENTI,"3",Transenne parapedonali,IMG_2033
12.3576728771571,44.26168805601,"692",,./1.png,"692",VIALE MARCONI   angolo DEI MILLE  VIALE,Transenna L90,2 ELEMENTI,"2",Transenne parapedonali,IMG_2034
12.3576138177214,44.2616695472545,"693",,./1.png,"693",VIALE MARCONI   angolo DEI MILLE  VIALE,Transenna L90,2 ELEMENTI,"2",Transenne parapedonali,IMG_2035
12.3560354034563,44.2611919516618,"694",,./0.png,"694",VIALE DEI MILLE   angolo VOLTURNO  VIALE,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2037
12.3564159112415,44.2605983701725,"695",,./1.png,"695",VIALE VOLTURNO   angolo CAPRERA VIALE,Transenna L90,1 ELEMENTO,"1",Transenne parapedonali,IMG_2038
12.3566668602043,44.2602325030633,"198",,./1.png,"198",VIALE VOLTURNO   angolo MONREALE VIALE,Transenna L90,1 ELEMENTO,"1",Transenne parapedonali,IMG_1374
12.3534061866389,44.2605082160529,"195",,./0.png,"195",VIALE DEI MILLE   angolo CALATAFIMI VIALE,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1371
12.3514560882127,44.2600795910245,"182",,./0.png,"182",VIALE DEI MILLE   angolo SACCHETTI CIRCONVALLAZIONE,Impianto a due pali,INSTALLARE OBLIQUO - AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1357
12.3513585736307,44.2600550626292,"696",,./1.png,"696",VIALE DEI MILLE   angolo SACCHETTI  CIRCONVALLAZIONE,Transenna L90,3 + 3 ELEMENTI,"6",Transenne parapedonali,IMG_20IMG_2039
12.3513815290405,44.2599924574207,"697",,./1.png,"697",VIALE DEI MILLE   angolo CAPUA VIALE,Transenna L90,3 + 3 ELEMENTI,"6",Transenne parapedonali,IMG_2040
12.351468913846,44.2600137103886,"698",,./1.png,"698",VIALE DEI MILLE   angolo CAPUA VIALE,Transenna L90,3 + 3 ELEMENTI,"6",Transenne parapedonali,IMG_2041
12.3514188107855,44.2600652031849,"699",,./1.png,"699",VIALE DEI MILLE   angolo SACCHETTI  CIRCONVALLAZIONE,Transenna L90,9 + 4 ELEMENTI,"13",Transenne parapedonali,IMG_2042
12.3469657009559,44.2610260246125,"445",,./2.png,"445",PIAZZA DELLA RESISTENZA Fronte n.c. 8 angolo OSPEDALE  VIA,Orologio 100x70,,"0",Orologio,IMG_1626
12.3470842853918,44.2611297344014,"700",,./1.png,"700",PIAZZA DELLA RESISTENZA   quasi angolo OSPEDALE  VIA,Transenna L160,8 ELEMENTI,"8",Transenne parapedonali,IMG_2043
12.347104173183,44.2611005674904,"701",,./0.png,"701",PIAZZA DELLA RESISTENZA   quasi angolo OSPEDALE  VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2044
12.3479023410178,44.2612790225927,"702",,./1.png,"702",CIRCONVALLAZIONE SACCHETTI   fronte DELLA RESISTENZA  PIAZZA,Transenna L160,4 + 4 ELEMENTI,"4",Transenne parapedonali,IMG_2045
12.3478870793601,44.2613020990068,"703",,./0.png,"703",CIRCONVALLAZIONE SACCHETTI   fronte DELLA RESISTENZA  PIAZZA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2046
12.3481557074969,44.2607797134547,"447",,./3.png,"447",PIAZZA DELLA RESISTENZA Fronte n.c. 28 LATO SACCHETTI  CIRCONVALLAZIONE,Turistico a libro,,"0",Impianto di servizio,IMG_1628
12.3477903070604,44.2612906465635,"704",,./1.png,"704",PIAZZA DELLA RESISTENZA   angolo SACCHETTI  CIRCONVALLAZIONE,Transenna L160,6 ELEMENTI,"6",Transenne parapedonali,IMG_2047
12.3504556279675,44.2613565240026,"705",,./1.png,"705",CIRCONVALLAZIONE SACCHETTI   fronte ROMA  VIALE,Transenna L160,3 ELEMENTI,"3",Transenne parapedonali,IMG_2048
12.3504908423552,44.2613054688197,"706",,./1.png,"706",CIRCONVALLAZIONE SACCHETTI   fronte ROMA  VIALE,Transenna L160,3 ELEMENTI,"3",Transenne parapedonali,IMG_2049
12.350555268552,44.2613309695672,"707",,./1.png,"707",VIALE ROMA   angolo SACCHETTI  CIRCONVALLAZIONE,Transenna L90,4 + 3 ELEMENTI,"7",Transenne parapedonali,IMG_2050
12.3505266046436,44.2613806414426,"708",,./1.png,"708",VIALE ROMA   angolo SACCHETTI  CIRCONVALLAZIONE,Transenna L90,3 + 2 ELEMENTI,"5",Transenne parapedonali,IMG_2051
12.351454236276,44.2616934236838,"709",,./1.png,"709",VIALE ROMA   angolo TORRE SAN MICHELE  VIA,Transenna L90,4 ELEMENTI,"4",Transenne parapedonali,IMG_2052
12.3514077227167,44.2616769251677,"710",,./1.png,"710",VIALE ROMA   angolo TORRE SAN MICHELE  VIA,Transenna L90,4 ELEMENTI,"4",Transenne parapedonali,IMG_2053
12.3527934838944,44.2621769196969,"711",,./1.png,"711",VIALE ROMA   fronte TRIESTE VIALE,Transenna L160,8 ELEMENTI,"8",Transenne parapedonali,IMG_2054
12.3527796358824,44.2621374287711,"712",,./1.png,"712",VIALE ROMA   angolo TRIESTE VIALE,Transenna L90,3 ELEMENTI,"3",Transenne parapedonali,IMG_2055
12.3528285304776,44.26215207029,"713",,./1.png,"713",VIALE ROMA   angolo TRIESTE VIALE,Transenna L90,4 ELEMENTI,"4",Transenne parapedonali,IMG_2056
12.3548305827283,44.2629096409882,"222",,./0.png,"222",VIALE ROMA   angolo VOLTURNO VIALE,Impianto a due pali,AL POSTO DEL NOME VIA - ARRETRARE DI 150 CM,"0",Segnaletica direzionale privata,IMG_1399
12.3548368325576,44.2629320858503,"714",,./0.png,"714",VIALE VOLTURNO   angolo ROMA  VIALE,Impianto a due pali,AL POSTO DEL NOME VIA - INSTALLARE 150 CM PIU' AVANTI,"0",Segnaletica direzionale privata,IMG_2061
12.3549541997576,44.2628976695141,"715",,./1.png,"715",VIALE ROMA   angolo VOLTURNO  VIALE,Transenna L90,4 + 1 ELEMENTI,"5",Transenne parapedonali,IMG_2057
12.3549315478614,44.2629364468963,"716",,./1.png,"716",VIALE ROMA   angolo VOLTURNO  VIALE,Transenna L90,5 ELEMENTI,"5",Transenne parapedonali,IMG_2058
12.3548586423076,44.2629076250062,"717",,./1.png,"717",VIALE ROMA   angolo VOLTURNO  VIALE,Transenna L90,1 + 4 ELEMENTI,"5",Transenne parapedonali,IMG_2059
12.3548647487991,44.2628693341071,"718",,./1.png,"718",VIALE ROMA   angolo VOLTURNO  VIALE,Transenna L90,5 ELEMENTI,"5",Transenne parapedonali,IMG_2060
12.3567070588612,44.2635857155675,"216",,./0.png,"216",VIALE MARCO POLO    angolo ROMA VIALE,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1393
12.3567859648364,44.2635452829189,"217",,./0.png,"217",VIALE ROMA   angolo MARCONI VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1394
12.3567715479394,44.2635540439049,"719",,./1.png,"719",VIALE ROMA   angolo MARCONI  VIALE,Transenna L90,5 ELEMENTI,"5",Transenne parapedonali,IMG_2063
12.3567620319246,44.2635906487355,"720",,./1.png,"720",VIALE ROMA   angolo MARCO POLO   VIALE,Transenna L90,1 +4 +1 ELEMENTI,"6",Transenne parapedonali,IMG_2064
12.3567179973191,44.26357407947,"721",,./1.png,"721",VIALE ROMA   angolo MARCO POLO   VIALE,Transenna L90,4 ELEMENTI,"4",Transenne parapedonali,IMG_2065
12.3567300629334,44.2635385906177,"722",,./1.png,"722",VIALE ROMA   angolo MARCONI  VIALE,Transenna L160,4 ELEMENTI,"4",Transenne parapedonali,IMG_2066
12.3573000416398,44.2637105916271,"723",,./1.png,"723",VIALE ROMA   angolo COLOMBO  VIALE,Transenna L90,5 ELEMENTI,"5",Transenne parapedonali,IMG_2067
12.3572830126491,44.2637462265774,"724",,./1.png,"724",VIALE ROMA   angolo COLOMBO  VIALE,Transenna L90,5 ELEMENTI,"5",Transenne parapedonali,IMG_2068
12.3572350107404,44.2637327516927,"725",,./1.png,"725",VIALE ROMA   angolo COLOMBO  VIALE,Transenna L90,5 ELEMENTI,"5",Transenne parapedonali,IMG_2069
12.3572520397573,44.2636971167487,"726",,./1.png,"726",VIALE ROMA   angolo COLOMBO  VIALE,Transenna L90,5 ELEMENTI,"5",Transenne parapedonali,IMG_2070
12.357829796019,44.2640927904313,"727",,./1.png,"727",ROTONDA DELLA PACE   angolo ROMA  VIALE,Transenna L160,6 ELEMENTI,"6",Transenne parapedonali,IMG_2072
12.3584099333663,44.2635123832689,"728",,./1.png,"728",ROTONDA DELLA PACE   angolo DELEDDA  LUNGOMARE,Transenna L160,5 + 3 ELEMENTI,"8",Transenne parapedonali,IMG_2073
12.3584110471265,44.263851779692,"209",,./2.png,"209",LUNGOMARE DELEDDA   angolo DELLA PACE ROTONDA,Orologio 100x70,,"0",Orologio,IMG_1386
12.3582989973042,44.2640521847449,"729",,./0.png,"729",ROTONDA DELLA PACE   fronte ROMA  VIALE,Impianto monopalo,,"0",Segnaletica direzionale privata,IMG_2074
12.3574973155919,44.2658783246507,"211",,./0.png,"211",LUNGOMARE D'ANNUNZIO   angolo GESSI VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1388
12.3570388809724,44.2670244345825,"213",,./3.png,"213",VIA NAZARIO SAURO   angolo D'ANNUNZIO LUNGOMARE,Turistico a libro,,"0",Impianto di servizio,IMG_1390
12.3559799021153,44.2666482711303,"214",,./0.png,"214",VIALE COLOMBO   angolo NAZARIO SAURO VIALE,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1391
12.3559164159454,44.2666394195447,"730",,./1.png,"730",VIA NAZARIO SAURO   angolo COLOMBO  VIALE,Transenna L90,4 ELEMENTI,"4",Transenne parapedonali,IMG_2076
12.3558689255342,44.2654855662552,"218",,./0.png,"218",VIALE MARCO POLO    Angolo MIRAMARE VIALE,Impianto a due pali,AL POSTO DEL NOME VIA - SPOSTARE NOME VIA DALL'ALTRO LATO DELLA STRADA,"0",Segnaletica direzionale privata,IMG_1395
12.3535276293981,44.2651756701958,"219",,./2.png,"219",VIA NAZARIO SAURO   angolo VOLTURNO VIALE,Orologio 100x70,,"0",Orologio,IMG_1396
12.3512535266992,44.2629724764468,"731",,./1.png,"731",VIA BONALDO   angolo ANDREA COSTA  PIAZZA,Transenna L90,1 + 4 ELEMENTI,"5",Transenne parapedonali,IMG_2077
12.350554169012,44.2626523943246,"732",,./1.png,"732",PIAZZA ANDREA COSTA   angolo EVANGELISTI  VIA,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_2078
12.3497228669424,44.2624600433546,"733",,./0.png,"733",VIA EVANGELISTI   fronte SACCHETTI  CIRCONVALLAZIONE,Impianto a due pali,A SX SENSO UNICO,"0",Segnaletica direzionale privata,IMG_2079
12.349976199153,44.2621643888613,"734",,./1.png,"734",CIRCONVALLAZIONE SACCHETTI   angolo BERTONI  VIA,Transenna L90,1 + 2 ELEMENTI,"3",Transenne parapedonali,IMG_2080
12.3460836350526,44.2606541069674,"174",,./1.png,"174",ROTONDA SAN GIORGIO   angolo PONTE SAN GIORGIO,Transenna L160,13 ELEMENTI - PRIMA A DX DAL TOMBINO,"13",Transenne parapedonali,IMG_1349
